dataset,seed,method,window_id,A_r,B_r,U_r,m_by_client
uair,30001,raven_sag,72,"[""client-000"", ""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-004"", ""client-005""]","{""client-000"": 6.3289717483402415, ""client-001"": 2.740256731015272, ""client-002"": 9.493457622510363, ""client-003"": 3.1644858741701207, ""client-004"": 3.1644858741701207, ""client-005"": 8.696804470826839, ""client-006"": 3.1644858741701207, ""client-007"": 2.740256731015272}"
uair,30001,raven_sag,73,"[""client-000"", ""client-001"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-004""]","{""client-000"": 4.330639750868441, ""client-001"": 9.448089484402162, ""client-002"": 10.906545264960865, ""client-003"": 2.7266363162402163, ""client-004"": 2.7266363162402163, ""client-005"": 2.7266363162402163, ""client-006"": 5.453272632480433, ""client-007"": 9.448089484402162}"
uair,30001,raven_sag,74,"[""client-001"", ""client-002"", ""client-004"", ""client-005""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-002"", ""client-004"", ""client-005""]","{""client-000"": 2.714250194472757, ""client-001"": 5.428500388945514, ""client-002"": 6.265647405626089, ""client-004"": 8.14275058341827, ""client-005"": 2.714250194472757, ""client-006"": 3.653601534914942, ""client-007"": 5.428500388945514}"
uair,30001,raven_sag,75,"[""client-000"", ""client-001"", ""client-002"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004""]","{""client-000"": 2.7072593117134565, ""client-001"": 9.380397160995784, ""client-002"": 8.121777935140368, ""client-003"": 6.2535981073305225, ""client-004"": 3.1267990536652612, ""client-007"": 3.1267990536652612}"
uair,30001,raven_sag,76,"[""client-000""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000""]","{""client-000"": 5.395133461873486, ""client-001"": 6.245450088588522, ""client-003"": 2.697566730936743, ""client-004"": 6.245450088588522, ""client-005"": 2.697566730936743, ""client-006"": 2.697566730936743, ""client-007"": 4.319154900869078}"
uair,30001,raven_sag,77,"[""client-004""]","[""client-001"", ""client-002"", ""client-004"", ""client-005""]","[""client-004""]","{""client-001"": 3.670259470223336, ""client-002"": 3.670259470223336, ""client-004"": 2.691918526363094, ""client-005"": 4.354597917354689}"
uair,30001,raven_sag,78,"[""client-003""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006""]","[""client-003""]","{""client-001"": 6.285348271150536, ""client-002"": 2.7033719189315253, ""client-003"": 5.406743837863051, ""client-004"": 5.406743837863051, ""client-006"": 5.406743837863051}"
uair,30001,raven_sag,79,"[""client-001"", ""client-004""]","[""client-001"", ""client-003"", ""client-004"", ""client-005""]","[""client-001"", ""client-004""]","{""client-001"": 2.7100332463558643, ""client-003"": 3.152765853507664, ""client-004"": 5.420066492711729, ""client-005"": 3.152765853507664}"
uair,30002,raven,0,"[""client-001"", ""client-004""]","[""client-001"", ""client-004"", ""client-007""]","[""client-001"", ""client-003"", ""client-004""]","{""client-001"": 2.157660036662791, ""client-004"": 15.535152263972098, ""client-007"": 5.1783840879906995}"
uair,30002,raven,1,"[""client-000"", ""client-001"", ""client-004""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-004""]","{""client-000"": 2.432848131292438, ""client-001"": 2.6782971372351714, ""client-004"": 1.9462785050339508, ""client-005"": 0.3243797508389918, ""client-006"": 16.623380864172578}"
uair,30002,raven,2,"[""client-000"", ""client-001"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004""]","{""client-000"": 5.948981462166589, ""client-001"": 1.9829938207221964, ""client-002"": 2.9744907310832946, ""client-003"": 2.9744907310832946, ""client-004"": 7.726821945761647, ""client-006"": 0.39659876414443934, ""client-007"": 9.773698374253774}"
uair,30002,raven,3,"[""client-001"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-006""]","[""client-001"", ""client-005"", ""client-006""]","{""client-000"": 0.5103746902905494, ""client-001"": 1.0207493805810988, ""client-003"": 1.0207493805810988, ""client-006"": 2.6295050137438865}"
uair,30002,raven,4,"[""client-002"", ""client-004"", ""client-007""]","[""client-000"", ""client-002"", ""client-004"", ""client-005"", ""client-007""]","[""client-002"", ""client-004"", ""client-006"", ""client-007""]","{""client-000"": 1.6937200035041085, ""client-002"": 3.941175849607353, ""client-004"": 34.21940800548506, ""client-005"": 0.45165866760109563, ""client-007"": 2.709952005606574}"
uair,30002,raven,5,"[""client-000"", ""client-005"", ""client-006""]","[""client-000"", ""client-005"", ""client-006""]","[""client-000"", ""client-005"", ""client-006""]","{""client-000"": 3.7240250854428134, ""client-005"": 7.944707426923138, ""client-006"": 2.648235808974379}"
uair,30002,raven,6,"[""client-000"", ""client-005""]","[""client-000"", ""client-005"", ""client-006""]","[""client-000"", ""client-004"", ""client-005""]","{""client-000"": 3.443908127092336, ""client-005"": 12.875165676731202, ""client-006"": 1.3775632508369346}"
uair,30002,raven,7,"[""client-001""]","[""client-001"", ""client-002"", ""client-005"", ""client-006""]","[""client-001"", ""client-003"", ""client-004""]","{""client-001"": 4.1085628371513785, ""client-002"": 5.007840474669288, ""client-005"": 9.860550809163309, ""client-006"": 13.489667317572902}"
uair,30002,raven,8,"[""client-006"", ""client-007""]","[""client-000"", ""client-003"", ""client-006"", ""client-007""]","[""client-006"", ""client-007""]","{""client-000"": 1.1640640202429446, ""client-003"": 8.15920292969849, ""client-006"": 26.93999297817869, ""client-007"": 2.7937536485830674}"
uair,30002,raven,9,"[""client-002"", ""client-005"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-007""]","[""client-002"", ""client-005"", ""client-007""]","{""client-001"": 10.542416720454419, ""client-002"": 0.5856898178030232, ""client-003"": 8.178720586834343, ""client-005"": 0.9371037084848374, ""client-007"": 2.811311125454512}"
uair,30002,raven,10,"[""client-006""]","[""client-004"", ""client-005"", ""client-006""]","[""client-006""]","{""client-004"": 0.47368321620174614, ""client-005"": 4.009830876254049, ""client-006"": 5.6841985944209545}"
uair,30002,raven,11,"[""client-006""]","[""client-003"", ""client-005"", ""client-006""]","[""client-004"", ""client-006""]","{""client-003"": 10.741533893108079, ""client-005"": 16.96028847501236, ""client-006"": 0.4774015063603591}"
uair,30002,raven,12,"[""client-000"", ""client-001"", ""client-006""]","[""client-000"", ""client-001"", ""client-004"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006""]","{""client-000"": 8.449522595639928, ""client-001"": 8.449522595639928, ""client-004"": 0.4787863694224605, ""client-006"": 0.957572738844921}"
uair,30002,raven,13,"[""client-000"", ""client-001"", ""client-004"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-007""]","{""client-000"": 8.276644756918769, ""client-001"": 7.136345042252585, ""client-002"": 0.5946954201877154, ""client-004"": 5.709076033802069, ""client-006"": 6.621315805535016, ""client-007"": 8.563614050703103}"
uair,30002,raven,14,"[""client-001"", ""client-003""]","[""client-001"", ""client-003"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-006""]","{""client-001"": 1.185941030995288, ""client-003"": 3.5578230929858643, ""client-005"": 6.542875855191177, ""client-007"": 1.4231292371943458}"
uair,30002,raven,15,"[""client-002""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-000"", ""client-002""]","{""client-001"": 3.4827482332913244, ""client-002"": 3.9868760890200248, ""client-003"": 37.48857517078363, ""client-004"": 12.864426395087978, ""client-005"": 14.995430068313452}"
uair,30002,raven,16,"[""client-002"", ""client-003"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-002"", ""client-003"", ""client-007""]","{""client-001"": 0.5802937984422655, ""client-002"": 1.160587596884531, ""client-003"": 3.981997331513135, ""client-004"": 5.57082046504575, ""client-007"": 9.556793595631525}"
uair,30002,raven,17,"[""client-002""]","[""client-001"", ""client-002"", ""client-003""]","[""client-002""]","{""client-001"": 1.1704438911637831, ""client-002"": 14.045326693965398, ""client-003"": 3.5113316734913496}"
uair,30002,raven,18,"[""client-002""]","[""client-000"", ""client-002"", ""client-003"", ""client-006""]","[""client-002""]","{""client-000"": 8.162756990718332, ""client-002"": 10.491937601199194, ""client-003"": 1.1657708445776882, ""client-006"": 6.530205592574667}"
uair,30002,raven,19,[],"[""client-004"", ""client-005""]",[],"{""client-004"": 5.481664742791506, ""client-005"": 1.3704161856978765}"
uair,30002,raven,20,"[""client-003""]","[""client-002"", ""client-003""]","[""client-000"", ""client-003"", ""client-004""]","{""client-002"": 20.0, ""client-003"": 4.132855154098213}"
uair,30002,raven,21,"[""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003""]","[""client-002"", ""client-004""]","{""client-000"": 1.1267094782609175, ""client-001"": 18.416565307740186, ""client-002"": 3.380128434782753, ""client-003"": 0.5633547391304587}"
uair,30002,raven,22,"[""client-001"", ""client-007""]","[""client-001"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-007""]","{""client-001"": 8.463332486588993, ""client-004"": 2.719619914995437, ""client-006"": 2.719619914995437, ""client-007"": 0.9065399716651455}"
uair,30002,raven,23,"[""client-007""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-007""]","{""client-000"": 8.522578823575884, ""client-003"": 6.817813382333684, ""client-004"": 5.454250705866948, ""client-005"": 3.409031529430354, ""client-007"": 0.454520892155579}"
uair,30002,raven,24,"[""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-007""]","[""client-002""]","{""client-000"": 0.5700295958797421, ""client-001"": 6.840355150556905, ""client-002"": 8.604236648174776, ""client-003"": 4.302118324087388, ""client-007"": 10.325083977809733}"
uair,30002,raven,25,"[""client-005""]","[""client-000"", ""client-005"", ""client-007""]","[""client-002"", ""client-003"", ""client-005""]","{""client-000"": 8.646991132842272, ""client-005"": 5.485872089592423, ""client-007"": 0.45715600746603524}"
uair,30002,raven,26,[],"[""client-004"", ""client-006""]",[],"{""client-004"": 0.9138511507952551, ""client-006"": 2.741553452385766}"
uair,30002,raven,27,"[""client-000"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-007""]","[""client-000"", ""client-001"", ""client-005"", ""client-007""]","{""client-000"": 1.15476001164724, ""client-002"": 3.4642800349417207, ""client-003"": 1.73214001747086, ""client-007"": 2.771424027953377}"
uair,30002,raven,28,"[""client-002"", ""client-005"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-006""]","{""client-000"": 3.4311412739157605, ""client-002"": 1.14371375797192, ""client-003"": 13.287568004699711, ""client-004"": 3.543351467919923, ""client-005"": 2.7449130191326088, ""client-006"": 2.7449130191326088, ""client-007"": 0.45748550318876813}"
uair,30002,raven,29,[],"[""client-000"", ""client-002""]","[""client-001"", ""client-007""]","{""client-000"": 1.1436655845445354, ""client-002"": 0.5718327922722677}"
uair,30002,raven,30,"[""client-002""]","[""client-002"", ""client-004"", ""client-006"", ""client-007""]","[""client-002"", ""client-005""]","{""client-002"": 10.327325172772905, ""client-004"": 5.507906758812218, ""client-006"": 8.261860138218326, ""client-007"": 10.627976926429012}"
uair,30002,raven,31,"[""client-001"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-004"", ""client-005"", ""client-007""]","[""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","{""client-000"": 20.0, ""client-001"": 3.398260346465364, ""client-004"": 5.437216554344584, ""client-005"": 10.908126180985017, ""client-007"": 10.467592632233911}"
uair,30002,raven,32,[],"[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]",[],"{""client-000"": 1.125733340782825, ""client-002"": 3.3772000223484753, ""client-003"": 20.0, ""client-004"": 5.4102636672378805, ""client-005"": 0.9005866726262601, ""client-006"": 10.39485045749026}"
uair,30002,raven,33,"[""client-003""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-003""]","{""client-000"": 20.0, ""client-001"": 19.742782444372093, ""client-003"": 3.369441271113414, ""client-004"": 10.327031531591022, ""client-005"": 0.44925883614845524, ""client-007"": 6.884687687727348}"
uair,30002,raven,34,"[""client-003"", ""client-007""]","[""client-001"", ""client-003"", ""client-004"", ""client-007""]","[""client-000"", ""client-003"", ""client-007""]","{""client-001"": 1.1259264083807345, ""client-003"": 0.5629632041903673, ""client-004"": 5.404446760227526, ""client-007"": 3.4309362014281355}"
uair,30002,raven,35,"[""client-003""]","[""client-001"", ""client-003"", ""client-004"", ""client-006""]","[""client-000"", ""client-002"", ""client-003""]","{""client-001"": 6.524406360675606, ""client-003"": 4.315666802511726, ""client-004"": 5.219525088540484, ""client-006"": 3.4525334420093814}"
uair,30002,raven,36,"[""client-003"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-002"", ""client-003"", ""client-006""]","{""client-000"": 8.601294078909858, ""client-001"": 0.5690156471545789, ""client-003"": 1.1380312943091577, ""client-004"": 5.462550212683959, ""client-005"": 0.45521251772366317, ""client-006"": 0.45521251772366317}"
uair,30002,raven,37,"[""client-000"", ""client-002"", ""client-003""]","[""client-000"", ""client-002"", ""client-003"", ""client-004""]","[""client-000"", ""client-002"", ""client-003""]","{""client-000"": 6.815582396494645, ""client-002"": 1.1359303994157741, ""client-003"": 4.274927798278108, ""client-004"": 15.351613267984368}"
uair,30002,raven,38,"[""client-001"", ""client-002""]","[""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-001"", ""client-002""]","{""client-001"": 3.4081213356259625, ""client-002"": 0.568020222604327, ""client-004"": 5.452994137001541, ""client-005"": 13.715246710599674, ""client-006"": 20.0}"
uair,30002,raven,39,"[""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-007""]","[""client-007""]","{""client-001"": 6.428017576591141, ""client-002"": 17.20024922659608, ""client-003"": 1.1363539017106945, ""client-004"": 2.7272493641056674, ""client-007"": 0.45454156068427787}"
uair,30002,raven,40,[],"[""client-001"", ""client-004"", ""client-007""]","[""client-000""]","{""client-001"": 8.577366996601405, ""client-004"": 2.7248945445760357, ""client-007"": 0.45414909076267257}"
uair,30002,raven,41,"[""client-001""]","[""client-000"", ""client-001"", ""client-002"", ""client-006"", ""client-007""]","[""client-001""]","{""client-000"": 3.4068557712096195, ""client-001"": 6.813711542419239, ""client-002"": 12.821538944185479, ""client-006"": 3.4190770517827946, ""client-007"": 2.725484616967696}"
uair,30002,raven,42,"[""client-003""]","[""client-001"", ""client-003"", ""client-005"", ""client-006""]","[""client-003"", ""client-004""]","{""client-001"": 12.773309473216138, ""client-003"": 3.410284458814474, ""client-005"": 6.812431719048608, ""client-006"": 4.961287087427728}"
uair,30002,raven,43,"[""client-002"", ""client-003"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-002"", ""client-003"", ""client-007""]","{""client-001"": 4.2643850588988945, ""client-002"": 1.1398999418386078, ""client-003"": 0.5699499709193039, ""client-004"": 15.203418387484653, ""client-005"": 10.234524141357348, ""client-007"": 3.411508047119116}"
uair,30002,raven,44,"[""client-000"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-004""]","[""client-000"", ""client-004""]","{""client-000"": 0.5706259238821478, ""client-001"": 4.255819177747921, ""client-002"": 1.1412518477642957, ""client-004"": 2.73900443463431}"
uair,30002,raven,45,"[""client-001"", ""client-002""]","[""client-000"", ""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-002""]","{""client-000"": 8.58489579976319, ""client-001"": 3.446211774713067, ""client-002"": 1.7231058873565335, ""client-003"": 19.09744958916512, ""client-005"": 19.865084530758526, ""client-006"": 3.4339583199052766, ""client-007"": 0.45949490329507564}"
uair,30002,raven,46,"[""client-005"", ""client-006""]","[""client-000"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-004"", ""client-005"", ""client-006""]","{""client-000"": 3.437260369959768, ""client-005"": 5.49961659193563, ""client-006"": 19.767343026272766, ""client-007"": 8.249424887903444}"
uair,30002,raven,47,"[""client-005""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-005""]","{""client-000"": 20.0, ""client-002"": 0.5735030883857372, ""client-003"": 10.323055590943268, ""client-004"": 0.9176049414171795, ""client-005"": 8.258444472754617}"
uair,30002,raven,48,"[""client-003"", ""client-005""]","[""client-001"", ""client-002"", ""client-003"", ""client-005"", ""client-006""]","[""client-000"", ""client-003"", ""client-004"", ""client-005""]","{""client-001"": 4.279144960527165, ""client-002"": 12.837434881581494, ""client-003"": 12.837434881581494, ""client-005"": 2.7368537794585492, ""client-006"": 1.3684268897292744}"
uair,30002,raven,49,"[""client-001""]","[""client-000"", ""client-001"", ""client-003"", ""client-006"", ""client-007""]","[""client-001""]","{""client-000"": 8.51885758931152, ""client-001"": 1.1305685681683078, ""client-003"": 1.1305685681683078, ""client-006"": 3.4075430357246086, ""client-007"": 1.3566822818019695}"
uair,30002,raven,50,"[""client-004""]","[""client-000"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-004""]","{""client-000"": 1.1248488772828664, ""client-003"": 12.834351346103896, ""client-004"": 2.69963730547888, ""client-006"": 6.824380099125755, ""client-007"": 10.267481076883117}"
uair,30002,raven,51,[],"[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-006""]","[""client-001"", ""client-007""]","{""client-000"": 0.559484844243203, ""client-002"": 4.2454966677507135, ""client-003"": 8.490993335501427, ""client-004"": 5.371054504734749, ""client-006"": 2.6855272523673746}"
uair,30002,raven,52,"[""client-000""]","[""client-000"", ""client-001"", ""client-005"", ""client-006"", ""client-007""]","[""client-000""]","{""client-000"": 6.255947085563126, ""client-001"": 4.205829537347289, ""client-005"": 5.350324424641341, ""client-006"": 2.6751622123206706, ""client-007"": 0.8917207374402235}"
uair,30002,raven,53,"[""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005"", ""client-006""]","[""client-002"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","{""client-000"": 8.400373905421453, ""client-001"": 4.200186952710727, ""client-002"": 4.200186952710727, ""client-004"": 6.720299124337164, ""client-005"": 5.36140154022584, ""client-006"": 2.68070077011292}"
uair,30002,raven,54,"[""client-000"", ""client-002"", ""client-006""]","[""client-000"", ""client-002"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-006""]","{""client-000"": 3.3602469845505776, ""client-002"": 4.200403287102658, ""client-005"": 3.3603226296821265, ""client-006"": 0.4480329312734104, ""client-007"": 1.3440987938202311}"
uair,30002,raven,55,[],"[""client-004""]",[],"{""client-004"": 6.760821029869895}"
uair,30002,raven,56,"[""client-003"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-003"", ""client-005"", ""client-007""]","{""client-000"": 0.5630082656341694, ""client-001"": 6.204124622610189, ""client-003"": 4.228079563734895, ""client-004"": 0.9008132250146711, ""client-005"": 6.764927301975834, ""client-006"": 1.3512198375220066, ""client-007"": 0.45040661250733555}"
uair,30002,raven,57,"[""client-004""]","[""client-004"", ""client-005"", ""client-006""]","[""client-004"", ""client-007""]","{""client-004"": 2.6947676874180417, ""client-005"": 13.494477431775556, ""client-006"": 6.747238715887778}"
uair,30002,raven,58,"[""client-001"", ""client-003"", ""client-006""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-006""]","{""client-001"": 4.221340214544379, ""client-002"": 1.1210236103946016, ""client-003"": 3.3630708311838053, ""client-004"": 6.754144343271008, ""client-006"": 3.377072171635504, ""client-007"": 5.380913329894089}"
uair,30002,raven,59,"[""client-006""]","[""client-001"", ""client-005"", ""client-006""]","[""client-002"", ""client-006""]","{""client-001"": 1.1177236342247336, ""client-005"": 5.365073444278723, ""client-006"": 0.8941789073797871}"
uair,30002,raven,60,"[""client-000"", ""client-006""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-000"", ""client-001"", ""client-006""]","{""client-000"": 1.1141343345583987, ""client-003"": 0.5570671672791994, ""client-004"": 5.347844805880315, ""client-005"": 1.3369612014700787, ""client-006"": 0.44565373382335954, ""client-007"": 9.87940369995003}"
uair,30002,raven,61,"[""client-005"", ""client-007""]","[""client-001"", ""client-005"", ""client-007""]","[""client-000"", ""client-005"", ""client-006"", ""client-007""]","{""client-001"": 0.5528084648877827, ""client-005"": 9.942540566422183, ""client-007"": 3.3141801888073945}"
uair,30002,raven,62,"[""client-004"", ""client-006""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-004"", ""client-006""]","{""client-000"": 6.633993088431446, ""client-001"": 1.1056655147385743, ""client-003"": 6.023282529475574, ""client-004"": 9.926185307404657, ""client-006"": 4.8186260235804586, ""client-007"": 19.274504094321834}"
uair,30002,raven,63,"[""client-004"", ""client-006"", ""client-007""]","[""client-001"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-004"", ""client-006"", ""client-007""]","{""client-001"": 4.103349607451419, ""client-004"": 0.8800615456729125, ""client-005"": 2.640184637018738, ""client-006"": 5.280369274037476, ""client-007"": 6.565359371922271}"
uair,30002,raven,64,"[""client-004"", ""client-006""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-004"", ""client-006"", ""client-007""]","{""client-000"": 20.0, ""client-002"": 6.601359831032832, ""client-003"": 8.21499346558068, ""client-004"": 0.4400906554021889, ""client-005"": 0.4400906554021889, ""client-006"": 14.628175767197645}"
uair,30002,raven,65,"[""client-006"", ""client-007""]","[""client-000"", ""client-002"", ""client-003"", ""client-006"", ""client-007""]","[""client-004"", ""client-006"", ""client-007""]","{""client-000"": 4.1001961797483615, ""client-002"": 1.098555327583693, ""client-003"": 4.1001961797483615, ""client-006"": 0.8788442620669545, ""client-007"": 0.43942213103347727}"
uair,30002,raven,66,"[""client-001"", ""client-002"", ""client-004"", ""client-007""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005"", ""client-007""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-007""]","{""client-001"": 8.228182363252035, ""client-002"": 8.228182363252035, ""client-003"": 8.228182363252035, ""client-004"": 3.2912729453008147, ""client-005"": 7.932036435659037, ""client-007"": 6.582545890601629}"
uair,30002,raven,67,"[""client-004""]","[""client-000"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-004""]","{""client-000"": 36.460173089190334, ""client-002"": 1.0972894726446718, ""client-003"": 3.2918684179340154, ""client-004"": 6.5530982355061305, ""client-005"": 18.998710805240503}"
uair,30002,raven,68,[],"[""client-000"", ""client-001"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","[""client-004""]","{""client-000"": 5.901519553336248, ""client-001"": 3.2817782562014597, ""client-003"": 20.0, ""client-005"": 4.721215642668998, ""client-006"": 2.625422604961168, ""client-007"": 1.312711302480584}"
uair,30002,raven,69,"[""client-000"", ""client-004"", ""client-006""]","[""client-000"", ""client-001"", ""client-004"", ""client-006""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","{""client-000"": 4.088695989069009, ""client-001"": 1.0980794966483438, ""client-004"": 6.541913582510416, ""client-006"": 29.032903208246267}"
uair,30002,raven,70,"[""client-002"", ""client-003"", ""client-005""]","[""client-001"", ""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-002"", ""client-003"", ""client-005"", ""client-006"", ""client-007""]","{""client-001"": 1.098968154290719, ""client-002"": 4.083847686841873, ""client-003"": 1.098968154290719, ""client-004"": 2.6375235702977267, ""client-005"": 1.318761785148863}"
uair,30002,raven,71,"[""client-005"", ""client-006""]","[""client-000"", ""client-001"", ""client-005"", ""client-006"", ""client-007""]","[""client-002"", ""client-005"", ""client-006""]","{""client-000"": 6.600771564863581, ""client-001"": 4.084856265356056, ""client-005"": 7.920925877836298, ""client-006"": 0.4400514376575721, ""client-007"": 3.267885012284845}"
uair,30002,raven,72,"[""client-000"", ""client-004"", ""client-007""]","[""client-000"", ""client-003"", ""client-004"", ""client-006"", ""client-007""]","[""client-000"", ""client-004"", ""client-007""]","{""client-000"": 3.3022511560597683, ""client-003"": 36.19501675898526, ""client-004"": 1.3209004624239074, ""client-006"": 6.542955941569552, ""client-007"": 6.542955941569552}"
uair,30002,raven,73,"[""client-000""]","[""client-000"", ""client-001"", ""client-003"", ""client-005""]","[""client-000""]","{""client-000"": 4.094929939992615, ""client-001"": 1.1033518159544968, ""client-003"": 8.18985987998523, ""client-005"": 4.677521693775279}"
uair,30002,raven,74,"[""client-004""]","[""client-000"", ""client-003"", ""client-004"", ""client-005"", ""client-006""]","[""client-004""]","{""client-000"": 1.1045770856875514, ""client-003"": 5.86657611479007, ""client-004"": 5.301970011300248, ""client-005"": 6.563561829095732, ""client-006"": 3.281780914547866}"
uair,30002,raven,75,"[""client-002"", ""client-003""]","[""client-000"", ""client-001"", ""client-002"", ""client-003""]","[""client-002"", ""client-003""]","{""client-000"": 8.210764849099732, ""client-001"": 3.31621609394757, ""client-002"": 5.8708928102925535, ""client-003"": 18.158894384862155}"
uair,30002,raven,76,"[""client-001""]","[""client-001"", ""client-004"", ""client-007""]","[""client-001"", ""client-002"", ""client-003""]","{""client-001"": 6.632289283598061, ""client-004"": 6.553731368805915, ""client-007"": 4.659453405271444}"
uair,30002,raven,77,"[""client-002"", ""client-005""]","[""client-002"", ""client-003"", ""client-004"", ""client-005""]","[""client-002"", ""client-005""]","{""client-002"": 8.19238969898298, ""client-003"": 18.075784568071242, ""client-004"": 0.44204451778534054, ""client-005"": 6.553911759186385}"
uair,30002,raven,78,"[""client-000"", ""client-002"", ""client-004""]","[""client-000"", ""client-001"", ""client-002"", ""client-004"", ""client-005""]","[""client-000"", ""client-002"", ""client-004""]","{""client-000"": 6.636727773874639, ""client-001"": 6.636727773874639, ""client-002"": 9.955091660811958, ""client-004"": 5.309382219099712, ""client-005"": 2.654691109549856}"
uair,30002,raven,79,"[""client-000""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005""]","[""client-000""]","{""client-000"": 5.868103749955144, ""client-001"": 12.31616361730148, ""client-003"": 6.633633698596479, ""client-004"": 3.284310297947062, ""client-005"": 0.44224224657309863}"
uair,30002,raven_wo_design,0,"[""client-001"", ""client-003"", ""client-004""]","[""client-000"", ""client-001"", ""client-003"", ""client-004"", ""client-005"", ""client-006"", ""client-007""]","[""client-001"", ""client-003"", ""client-004""]","{""client-000"": 5.0, ""client-001"": 10.0, ""client-003"": 15.0, ""client-004"": 15.0, ""client-005"": 15.0, ""client-006"": 15.0, ""client-007"": 5.0}"
